config_id,status,ratio,comparison_cleaner,weighting_scheme,vectorizer,metric,tokenizer,qgram,clusterer,chosen_threshold,valid_f1,test_precision,test_recall,test_f1,time_sec,peak_mem_mb
36,OK,0.7263,CardinalityEdgePruning,CBS,boolean,cosine,char_tokenizer,2,ConnectedComponentsClustering,0.6,0.275591,0.690476,0.144279,0.238683,35.98,732.4
37,OK,0.5308,CardinalityEdgePruning,DICE,tfidf,cosine,char_tokenizer,5,UniqueMappingClustering,0.1,0.618005,0.649533,0.691542,0.66988,36.05,771.9
38,OK,0.7605,CardinalityEdgePruning,X2,tfidf,cosine,char_tokenizer,5,UniqueMappingClustering,0.07,0.641509,0.629167,0.751244,0.684807,37.3,770.8
39,OK,0.8014,CardinalityNodePruning,CND,tf,cosine,char_tokenizer,4,UniqueMappingClustering,0.13,0.59952,0.576613,0.711443,0.636971,38.98,777.1
40,OK,0.7058,CardinalityNodePruning,CNC,tfidf,cosine,char_tokenizer,5,ConnectedComponentsClustering,0.28,0.415225,0.710843,0.293532,0.415493,38.56,772.5
41,OK,0.7276,CardinalityEdgePruning,CBS,tfidf,cosine,word_tokenizer,2,UniqueMappingClustering,0.02,0.581152,0.683908,0.59204,0.634667,31.12,667.8
42,OK,0.571,CardinalityEdgePruning,JS,boolean,cosine,word_tokenizer,2,ConnectedComponentsClustering,0.05,0.431507,0.663158,0.313433,0.425676,31.94,673.6
43,OK,0.619,CardinalityNodePruning,SN-CBS,tfidf,cosine,char_tokenizer,4,UniqueMappingClustering,0.13,0.639024,0.622951,0.756219,0.683146,36.7,764.4
44,OK,0.5916,CardinalityNodePruning,SNC,boolean,cosine,word_tokenizer,5,ConnectedComponentsClustering,0.0,0.340909,0.674699,0.278607,0.394366,30.05,706.3
45,OK,0.7854,CardinalityNodePruning,CN-CBS,tf,cosine,char_tokenizer,2,UniqueMappingClustering,0.0,0.53753,0.495726,0.577114,0.533333,43.52,732.4
46,OK,0.5727,CardinalityNodePruning,CNC,tf,cosine,word_tokenizer,2,ConnectedComponentsClustering,0.09,0.3663,0.69697,0.343284,0.46,32.17,670.4
47,OK,0.7455,CardinalityEdgePruning,CBS,tf,cosine,char_tokenizer,5,UniqueMappingClustering,0.09,0.595745,0.631579,0.597015,0.613811,36.11,785.1
48,OK,0.6641,CardinalityEdgePruning,CBS,tfidf,cosine,word_tokenizer,3,ConnectedComponentsClustering,0.06,0.394366,0.743902,0.303483,0.431095,30.33,695.7
49,OK,0.6592,CardinalityEdgePruning,COSINE,boolean,cosine,word_tokenizer,3,UniqueMappingClustering,0.0,0.571429,0.617486,0.562189,0.588542,30.09,699.5
50,OK,0.9393,CardinalityEdgePruning,DICE,tfidf,cosine,word_tokenizer,2,UniqueMappingClustering,0.02,0.66506,0.640693,0.736318,0.685185,32.55,669.4
