config_id,status,ratio,comparison_cleaner,weighting_scheme,vectorizer,metric,tokenizer,qgram,clusterer,chosen_threshold,valid_f1,test_precision,test_recall,test_f1,time_sec,peak_mem_mb
29,OK,0.8887,CardinalityNodePruning,CNJ,tfidf,cosine,char_tokenizer,2,ConnectedComponentsClustering,0.73,0.532787,0.784091,0.45098,0.572614,574.05,12104.0
30,OK,0.6119,CardinalityNodePruning,SND,tfidf,cosine,word_tokenizer,3,UniqueMappingClustering,0.06,0.501319,0.423645,0.562092,0.483146,149.7,9777.0
31,OK,0.7082,CardinalityNodePruning,CNC,tfidf,cosine,word_tokenizer,2,ConnectedComponentsClustering,0.22,0.458874,0.72093,0.405229,0.518828,242.8,9769.0
32,OK,0.936,CardinalityEdgePruning,COSINE,tfidf,cosine,char_tokenizer,5,UniqueMappingClustering,0.41,0.654867,0.564246,0.660131,0.608434,278.54,9879.7
33,OK,0.8891,CardinalityNodePruning,SNJ,tfidf,cosine,char_tokenizer,5,UniqueMappingClustering,0.41,0.648968,0.5625,0.647059,0.601824,313.69,9909.4
34,OK,0.9169,CardinalityEdgePruning,EJS,tf,cosine,word_tokenizer,5,ConnectedComponentsClustering,0.08,0.274112,0.681818,0.196078,0.304569,160.8,9764.4
35,OK,0.6335,CardinalityNodePruning,CNC,tfidf,cosine,char_tokenizer,4,UniqueMappingClustering,0.47,0.663043,0.566502,0.751634,0.646067,295.21,10150.8
36,OK,0.7263,CardinalityEdgePruning,CBS,boolean,cosine,char_tokenizer,2,ConnectedComponentsClustering,0.71,0.42735,0.666667,0.313725,0.426667,388.77,12097.0
37,OK,0.5308,CardinalityEdgePruning,DICE,tfidf,cosine,char_tokenizer,5,UniqueMappingClustering,0.41,0.64497,0.548571,0.627451,0.585366,232.86,9874.4
38,OK,0.7605,CardinalityEdgePruning,X2,tfidf,cosine,char_tokenizer,5,UniqueMappingClustering,0.41,0.654867,0.564972,0.653595,0.606061,335.71,9881.8
39,OK,0.8014,CardinalityNodePruning,CND,tf,cosine,char_tokenizer,4,UniqueMappingClustering,0.52,0.634286,0.492611,0.653595,0.561798,341.39,10197.9
40,OK,0.7058,CardinalityNodePruning,CNC,tfidf,cosine,char_tokenizer,5,ConnectedComponentsClustering,0.41,0.54321,0.757895,0.470588,0.580645,389.19,9910.8
41,OK,0.7276,CardinalityEdgePruning,CBS,tfidf,cosine,word_tokenizer,2,UniqueMappingClustering,0.21,0.517857,0.484375,0.607843,0.53913,174.59,9740.1
42,OK,0.571,CardinalityEdgePruning,JS,boolean,cosine,word_tokenizer,2,ConnectedComponentsClustering,0.2,0.406926,0.592105,0.294118,0.393013,188.79,9738.1
43,OK,0.619,CardinalityNodePruning,SN-CBS,tfidf,cosine,char_tokenizer,4,UniqueMappingClustering,0.48,0.655271,0.570681,0.712418,0.633721,287.14,10151.3
44,OK,0.5916,CardinalityNodePruning,SNC,boolean,cosine,word_tokenizer,5,ConnectedComponentsClustering,0.08,0.274112,0.673913,0.202614,0.311558,137.79,9769.0
45,OK,0.7854,CardinalityNodePruning,CN-CBS,tf,cosine,char_tokenizer,2,UniqueMappingClustering,0.73,0.551913,0.510638,0.627451,0.56305,510.99,12123.3
46,OK,0.5727,CardinalityNodePruning,CNC,tf,cosine,word_tokenizer,2,ConnectedComponentsClustering,0.22,0.388626,0.615385,0.261438,0.366972,209.31,9746.9
47,OK,0.7455,CardinalityEdgePruning,CBS,tf,cosine,char_tokenizer,5,UniqueMappingClustering,0.45,0.602899,0.497462,0.640523,0.56,254.32,9827.4
48,OK,0.6641,CardinalityEdgePruning,CBS,tfidf,cosine,word_tokenizer,3,ConnectedComponentsClustering,0.07,0.383929,0.678571,0.248366,0.363636,168.55,9765.5
49,OK,0.6592,CardinalityEdgePruning,COSINE,boolean,cosine,word_tokenizer,3,UniqueMappingClustering,0.06,0.471178,0.376147,0.535948,0.442049,146.66,9767.6
50,OK,0.9393,CardinalityEdgePruning,DICE,tfidf,cosine,word_tokenizer,2,UniqueMappingClustering,0.18,0.522667,0.447368,0.666667,0.535433,200.06,9746.2
